Titre,Auteur,Date,URL/ID,Texte,Type
Classification of COVID-19 Patients with their Severity Level from Chest  CT Scans using Transfer Learning,"Mansi Gupta, Aman Swaraj, Karan Verma",2022/05/27,http://arxiv.org/abs/2205.13774v1,"Background and Objective: During pandemics, the use of artificialintelligence (AI) approaches combined with biomedical science play asignificant role in reducing the burden on the healthcare systems andphysicians. The rapid increment in cases of COVID-19 has led to an increase indemand for hospital beds and other medical equipment. However, since medicalfacilities are limited, it is recommended to diagnose patients as per theseverity of the infection. Keeping this in mind, we share our research indetecting COVID-19 as well as assessing its severity using chest-CT scans andDeep Learning pre-trained models. Dataset: We have collected a total of 1966 CTScan images for three different class labels, namely, Non-COVID, Severe COVID,and Non-Severe COVID, out of which 714 CT images belong to the Non-COVIDcategory, 713 CT images are for Non-Severe COVID category and 539 CT images areof Severe COVID category. Methods: All of the images are initiallypre-processed using the Contrast Limited Histogram Equalization (CLAHE)approach. The pre-processed images are then fed into the VGG-16 network forextracting features. Finally, the retrieved characteristics are categorized andthe accuracy is evaluated using a support vector machine (SVM) with 10-foldcross-validation (CV). Result and Conclusion: In our study, we have combinedwell-known strategies for pre-processing, feature extraction, andclassification which brings us to a remarkable success rate of disease and itsseverity recognition with an accuracy of 96.05% (97.7% for Non-Severe COVID-19images and 93% for Severe COVID-19 images). Our model can therefore helpradiologists detect COVID-19 and the extent of its severity.",ArXiv
"COVID-19 Docking Server: A meta server for docking small molecules,  peptides and antibodies against potential targets of COVID-19","Ren Kong, Guangbo Yang, Rui Xue, Ming Liu, Feng Wang, Jianping Hu, Xiaoqiang Guo, Shan Chang",2020/02/29,http://arxiv.org/abs/2003.00163v2,"Motivation: The coronavirus disease 2019 (COVID-19) caused by a new type ofcoronavirus has been emerging from China and led to thousands of death globallysince December 2019. Despite many groups have engaged in studying the newlyemerged virus and searching for the treatment of COVID-19, the understanding ofthe COVID-19 target-ligand interactions represents a key chal-lenge. Herein, weintroduce COVID-19 Docking Server, a web server that predicts the binding modesbetween COVID-19 targets and the ligands including small molecules, peptidesand anti-bodies. Results: Structures of proteins involved in the virus lifecycle were collected or constructed based on the homologs of coronavirus, andprepared ready for docking. The meta platform provides a free and interactivetool for the prediction of COVID-19 target-ligand interactions and followingdrug discovery for COVID-19.",ArXiv
Detection of Covid-19 From Chest X-ray Images Using Artificial  Intelligence: An Early Review,"Muhammad Ilyas, Hina Rehman, Amine Nait-ali",2020/04/11,http://arxiv.org/abs/2004.05436v1,"In 2019, the entire world is facing a situation of health emergency due to anewly emerged coronavirus (COVID-19). Almost 196 countries are affected bycovid-19, while USA, Italy, China, Spain, Iran, and France have the maximumactive cases of COVID-19. The issues, medical and healthcare departments arefacing in delay of detecting the COVID-19. Several artificial intelligencebased system are designed for the automatic detection of COVID-19 using chestx-rays. In this article we will discuss the different approaches used for thedetection of COVID-19 and the challenges we are facing. It is mandatory todevelop an automatic detection system to prevent the transfer of the virusthrough contact. Several deep learning architecture are deployed for thedetection of COVID-19 such as ResNet, Inception, Googlenet etc. All theseapproaches are detecting the subjects suffering with pneumonia while its hardto decide whether the pneumonia is caused by COVID-19 or due to any otherbacterial or fungal attack.",ArXiv
MM-COVID: A Multilingual and Multimodal Data Repository for Combating  COVID-19 Disinformation,"Yichuan Li, Bohan Jiang, Kai Shu, Huan Liu",2020/11/08,http://arxiv.org/abs/2011.04088v2,"The COVID-19 epidemic is considered as the global health crisis of the wholesociety and the greatest challenge mankind faced since World War Two.Unfortunately, the fake news about COVID-19 is spreading as fast as the virusitself. The incorrect health measurements, anxiety, and hate speeches will havebad consequences on people's physical health, as well as their mental health inthe whole world. To help better combat the COVID-19 fake news, we propose a newfake news detection dataset MM-COVID(Multilingual and Multidimensional COVID-19Fake News Data Repository). This dataset provides the multilingual fake newsand the relevant social context. We collect 3981 pieces of fake news contentand 7192 trustworthy information from English, Spanish, Portuguese, Hindi,French and Italian, 6 different languages. We present a detailed andexploratory analysis of MM-COVID from different perspectives and demonstratethe utility of MM-COVID in several potential applications of COVID-19 fake newsstudy on multilingual and social media.",ArXiv
Exploiting Shared Knowledge from Non-COVID Lesions for  Annotation-Efficient COVID-19 CT Lung Infection Segmentation,"Yichi Zhang, Qingcheng Liao, Lin Yuan, He Zhu, Jiezhen Xing, Jicong Zhang",2020/12/31,http://arxiv.org/abs/2012.15564v2,"The novel Coronavirus disease (COVID-19) is a highly contagious virus and hasspread all over the world, posing an extremely serious threat to all countries.Automatic lung infection segmentation from computed tomography (CT) plays animportant role in the quantitative analysis of COVID-19. However, the majorchallenge lies in the inadequacy of annotated COVID-19 datasets. Currently,there are several public non-COVID lung lesion segmentation datasets, providingthe potential for generalizing useful information to the related COVID-19segmentation task. In this paper, we propose a novel relation-drivencollaborative learning model to exploit shared knowledge from non-COVID lesionsfor annotation-efficient COVID-19 CT lung infection segmentation. The modelconsists of a general encoder to capture general lung lesion features based onmultiple non-COVID lesions, and a target encoder to focus on task-specificfeatures based on COVID-19 infections. Features extracted from the two parallelencoders are concatenated for the subsequent decoder part. We develop acollaborative learning scheme to regularize feature-level relation consistencyof given input and encourage the model to learn more general and discriminativerepresentation of COVID-19 infections. Extensive experiments demonstrate thattrained with limited COVID-19 data, exploiting shared knowledge from non-COVIDlesions can further improve state-of-the-art performance with up to 3.0% indice similarity coefficient and 4.2% in normalized surface dice. Our proposedmethod promotes new insights into annotation-efficient deep learning forCOVID-19 infection segmentation and illustrates strong potential for real-worldapplications in the global fight against COVID-19 in the absence of sufficienthigh-quality annotations.",ArXiv
"CML-COVID: A Large-Scale COVID-19 Twitter Dataset with Latent Topics,  Sentiment and Location Information","Hassan Dashtian, Dhiraj Murthy",2021/01/28,http://arxiv.org/abs/2101.12202v1,"As a platform, Twitter has been a significant public space for discussionrelated to the COVID-19 pandemic. Public social media platforms such as Twitterrepresent important sites of engagement regarding the pandemic and these datacan be used by research teams for social, health, and other research.Understanding public opinion about COVID-19 and how information diffuses insocial media is important for governments and research institutions. Twitter isa ubiquitous public platform and, as such, has tremendous utility forunderstanding public perceptions, behavior, and attitudes related to COVID-19.In this research, we present CML-COVID, a COVID-19 Twitter data set of19,298,967 million tweets from 5,977,653 unique individuals and summarize someof the attributes of these data. These tweets were collected between March 2020and July 2020 using the query terms coronavirus, covid and mask related toCOVID-19. We use topic modeling, sentiment analysis, and descriptive statisticsto describe the tweets related to COVID-19 we collected and the geographicallocation of tweets, where available. We provide information on how to accessour tweet dataset (archived using twarc).",ArXiv
Reliable COVID-19 Detection Using Chest X-ray Images,"Aysen Degerli, Mete Ahishali, Serkan Kiranyaz, Muhammad E. H. Chowdhury, Moncef Gabbouj",2021/01/28,http://arxiv.org/abs/2101.12254v1,"Coronavirus disease 2019 (COVID-19) has emerged the need for computer-aideddiagnosis with automatic, accurate, and fast algorithms. Recent studies haveapplied Machine Learning algorithms for COVID-19 diagnosis over chest X-ray(CXR) images. However, the data scarcity in these studies prevents a reliableevaluation with the potential of overfitting and limits the performance of deepnetworks. Moreover, these networks can discriminate COVID-19 pneumonia usuallyfrom healthy subjects only or occasionally, from limited pneumonia types. Thus,there is a need for a robust and accurate COVID-19 detector evaluated over alarge CXR dataset. To address this need, in this study, we propose a reliableCOVID-19 detection network: ReCovNet, which can discriminate COVID-19 pneumoniafrom 14 different thoracic diseases and healthy subjects. To accomplish this,we have compiled the largest COVID-19 CXR dataset: QaTa-COV19 with 124,616images including 4603 COVID-19 samples. The proposed ReCovNet achieved adetection performance with 98.57% sensitivity and 99.77% specificity.",ArXiv
COVID-Net CT-S: 3D Convolutional Neural Network Architectures for  COVID-19 Severity Assessment using Chest CT Images,"Hossein Aboutalebi, Saad Abbasi, Mohammad Javad Shafiee, Alexander Wong",2021/05/04,http://arxiv.org/abs/2105.01284v1,"The health and socioeconomic difficulties caused by the COVID-19 pandemiccontinues to cause enormous tensions around the world. In particular, thisextraordinary surge in the number of cases has put considerable strain onhealth care systems around the world. A critical step in the treatment andmanagement of COVID-19 positive patients is severity assessment, which ischallenging even for expert radiologists given the subtleties at differentstages of lung disease severity. Motivated by this challenge, we introduceCOVID-Net CT-S, a suite of deep convolutional neural networks for predictinglung disease severity due to COVID-19 infection. More specifically, a 3Dresidual architecture design is leveraged to learn volumetric visual indicatorscharacterizing the degree of COVID-19 lung disease severity. Experimentalresults using the patient cohort collected by the China National Center forBioinformation (CNCB) showed that the proposed COVID-Net CT-S networks, byleveraging volumetric features, can achieve significantly improved severityassessment performance when compared to traditional severity assessmentnetworks that learn and leverage 2D visual features to characterize COVID-19severity.",ArXiv
Pandemic Pressures and Public Health Care: Evidence from England,"Thiemo Fetzer, Christopher Rauh",2022/01/24,http://arxiv.org/abs/2201.09876v1,"This paper documents that the COVID-19 pandemic induced pressures on thehealth care system have significant adverse knock-on effects on theaccessibility and quality of non-COVID-19 care. We observe persistentlyworsened performance and longer waiting times in A&E; drastically limitedaccess to specialist care; notably delayed or inaccessible diagnostic services;acutely undermined access to and quality of cancer care. We find that providersunder COVID-19 pressures experience notably more excess deaths among non-COVIDrelated hospital episodes such as, for example, for treatment of heart attacks.We estimate there to be at least one such non-COVID-19 related excess deathamong patients being admitted to hospital for non-COVID-19 reasons for every 30COVID-19 deaths that is caused by the disruption to the quality of care due toCOVID-19. In total, this amounts to 4,003 non COVID-19 excess deaths from March2020 to February 2021. Further, there are at least 32,189 missing cancerpatients that should counterfactually have started receiving treatment whichsuggests continued increased numbers of excess deaths in the future due todelayed access to care in the past.",ArXiv
COVID-19 Hospitalizations Forecasts Using Internet Search Data,"Tao Wang, Simin Ma, Soobin Baek, Shihao Yang",2022/02/03,http://arxiv.org/abs/2202.03869v1,"As the COVID-19 spread over the globe and new variants of COVID-19 keepoccurring, reliable real-time forecasts of COVID-19 hospitalizations arecritical for public health decision on medical resources allocations such asICU beds, ventilators, and personnel to prepare for the surge of COVID-19pandemics. Inspired by the strong association between public search behaviorand hospitalization admission, we extended previously-proposed influenzatracking model, ARGO (AutoRegression with GOogle search data), to predictfuture 2-week national and state-level COVID-19 new hospital admissions.Leveraging the COVID-19 related time series information and Google search data,our method is able to robustly capture new COVID-19 variants' surges, andself-correct at both national and state level. Based on our retrospectiveout-of-sample evaluation over 12-month comparison period, our method achieveson average 15\% error reduction over the best alternative models collected fromCOVID-19 forecast hub. Overall, we showed that our method is flexible,self-correcting, robust, accurate, and interpretable, making it a potentiallypowerful tool to assist health-care officials and decision making for thecurrent and future infectious disease outbreak.",ArXiv
The effect of the rapid growth of covid-19 publications on citation  indicators,Peter Sjögårde,2022/05/02,http://arxiv.org/abs/2205.01010v2,"A concern has been raised that ""covidization"" of research would cause anoveremphasizes on covid-19 and pandemics at the expense of other research. Therapid growth of publications related to the Covid-19 pandemic renders a vastamount of citations from this literature. This growth may affect bibliometricindicators. In this paper I explored how the growth of covid-19 publicationsinfluences bibliometric indicators commonly used in university rankings,research evaluation and research allocation, namely the field normalizedcitation score and the journal impact factor. I found that the burst ofpublications in the early stage of the covid-19 pandemic affectsfield-normalized citation scores and will affect the journal impact factor.Publications unrelated to covid-19 are also heavily affected. I conclude thatthere is a considerable risk to draw misleading conclusions from citationindicators spanning over the beginning of the covid-19 pandemic, in particularwhen time series are used and when the biomedical literature is assessed.",ArXiv
Post-COVID-19 Effects on Female Fertility: An In-Depth Scientific  Investigation,"Maitham G. Yousif, Lamiaa Al-Maliki, Jinan J. Al-Baghdadi, Nasser Ghaly Yousif",2023/07/24,http://arxiv.org/abs/2307.12922v1,"This study aimed to comprehensively investigate the post-COVID-19 effects onfemale fertility in patients with a history of severe COVID-19 infection. Datawere collected from 340 patients who had previously experienced severe COVID-19symptoms and sought medical assistance at private clinics and fertility centersin various provinces of Iraq. A comparative control group of 280 patients, whohad not contracted COVID-19 or had mild cases, was included. The study assessedovarian reserve, hormonal imbalances, and endometrial health in thepost-recovery phase. The findings revealed a significant decrease in ovarianreserve, hormonal disturbances, and endometrial abnormalities among patientswith a history of severe COVID-19 infection compared to the control group. Thisin-depth investigation sheds light on the potential long-term impacts of severeCOVID-19 on female fertility. The results emphasize the need for furtherresearch and targeted interventions to support women affected by post-COVID-19fertility issues. Understanding these effects is crucial for providingappropriate medical care and support to women on their reproductive journeyafter recovering from severe COVID-19.",ArXiv
Machine Learning Automatically Detects COVID-19 using Chest CTs in a  Large Multicenter Cohort,"Eduardo Jose Mortani Barbosa Jr., Bogdan Georgescu, Shikha Chaganti, Gorka Bastarrika Aleman, Jordi Broncano Cabrero, Guillaume Chabin, Thomas Flohr, Philippe Grenier, Sasa Grbic, Nakul Gupta, François Mellot, Savvas Nicolaou, Thomas Re, Pina Sanelli, Alexander W. Sauter, Youngjin Yoo, Valentin Ziebandt, Dorin Comaniciu",2020/06/09,http://arxiv.org/abs/2006.04998v3,"Objectives: To investigate machine-learning classifiers and interpretablemodels using chest CT for detection of COVID-19 and differentiation from otherpneumonias, ILD and normal CTs.  Methods: Our retrospective multi-institutional study obtained 2096 chest CTsfrom 16 institutions (including 1077 COVID-19 patients). Training/testingcohorts included 927/100 COVID-19, 388/33 ILD, 189/33 other pneumonias, and559/34 normal (no pathologies) CTs. A metric-based approach for classificationof COVID-19 used interpretable features, relying on logistic regression andrandom forests. A deep learning-based classifier differentiated COVID-19 via 3Dfeatures extracted directly from CT attenuation and probability distribution ofairspace opacities.  Results: Most discriminative features of COVID-19 are percentage of airspaceopacity and peripheral and basal predominant opacities, concordant with thetypical characterization of COVID-19 in the literature. Unsupervisedhierarchical clustering compares feature distribution across COVID-19 andcontrol cohorts. The metrics-based classifier achieved AUC=0.83,sensitivity=0.74, and specificity=0.79 of versus respectively 0.93, 0.90, and0.83 for the DL-based classifier. Most of ambiguity comes from non-COVID-19pneumonia with manifestations that overlap with COVID-19, as well as mildCOVID-19 cases. Non-COVID-19 classification performance is 91% for ILD, 64% forother pneumonias and 94% for no pathologies, which demonstrates the robustnessof our method against different compositions of control groups.  Conclusions: Our new method accurately discriminates COVID-19 from othertypes of pneumonia, ILD, and no pathologies CTs, using quantitative imagingfeatures derived from chest CT, while balancing interpretability of results andclassification performance, and therefore may be useful to facilitate diagnosisof COVID-19.",ArXiv
COVID-19 Cough Classification using Machine Learning and Global  Smartphone Recordings,"Madhurananda Pahar, Marisa Klopper, Robin Warren, Thomas Niesler",2020/12/02,http://arxiv.org/abs/2012.01926v2,"We present a machine learning based COVID-19 cough classifier which candiscriminate COVID-19 positive coughs from both COVID-19 negative and healthycoughs recorded on a smartphone. This type of screening is non-contact, easy toapply, and can reduce the workload in testing centres as well as limittransmission by recommending early self-isolation to those who have a coughsuggestive of COVID-19. The datasets used in this study include subjects fromall six continents and contain both forced and natural coughs, indicating thatthe approach is widely applicable. The publicly available Coswara datasetcontains 92 COVID-19 positive and 1079 healthy subjects, while the secondsmaller dataset was collected mostly in South Africa and contains 18 COVID-19positive and 26 COVID-19 negative subjects who have undergone a SARS-CoVlaboratory test. Both datasets indicate that COVID-19 positive coughs are15\%-20\% shorter than non-COVID coughs. Dataset skew was addressed by applyingthe synthetic minority oversampling technique (SMOTE). A leave-$p$-outcross-validation scheme was used to train and evaluate seven machine learningclassifiers: LR, KNN, SVM, MLP, CNN, LSTM and Resnet50. Our results show thatalthough all classifiers were able to identify COVID-19 coughs, the bestperformance was exhibited by the Resnet50 classifier, which was best able todiscriminate between the COVID-19 positive and the healthy coughs with an areaunder the ROC curve (AUC) of 0.98. An LSTM classifier was best able todiscriminate between the COVID-19 positive and COVID-19 negative coughs, withan AUC of 0.94 after selecting the best 13 features from a sequential forwardselection (SFS). Since this type of cough audio classification iscost-effective and easy to deploy, it is potentially a useful and viable meansof non-contact COVID-19 screening.",ArXiv
